Collection,Set Name,Card Name,Value,Release Date
Unlimited,Skyridge,Zubat,8.15,2003-05-12
Unlimited,Skyridge,Zubat,7.67,2003-05-12
Unlimited,Skyridge,Celebi,919.99,2003-05-12
Unlimited,Skyridge,Charizard,4159.99,2003-05-12
Unlimited,Skyridge,Crobat,719.99,2003-05-12
Unlimited,Skyridge,Aerodactyl,38.39,2003-05-12
Reverse Holo,Skyridge,Alakazam,63.99,2003-05-12
Reverse Holo,Skyridge,Articuno,95.99,2003-05-12
Reverse Holo,Skyridge,Crobat,31.99,2003-05-12
Reverse Holo,Skyridge,Dewgong,12.39,2003-05-12
Reverse Holo,Skyridge,Flareon,83.99,2003-05-12
Reverse Holo,Skyridge,Forretress,22.39,2003-05-12
Reverse Holo,Skyridge,Gengar,179.99,2003-05-12
Reverse Holo,Skyridge,Jolteon,51.99,2003-05-12
Reverse Holo,Skyridge,Ledian,14.39,2003-05-12
Reverse Holo,Skyridge,Machamp,47.99,2003-05-12
Reverse Holo,Skyridge,Magneton,18.39,2003-05-12
Reverse Holo,Skyridge,Magneton,23.27,2003-05-12
Reverse Holo,Skyridge,Moltres,51.99,2003-05-12
Reverse Holo,Skyridge,Omastar,19.99,2003-05-12
Reverse Holo,Skyridge,Piloswine,12.39,2003-05-12
Reverse Holo,Skyridge,Raichu,31.99,2003-05-12
Reverse Holo,Skyridge,Starmie,29.43,2003-05-12
Reverse Holo,Skyridge,Umbreon,179.99,2003-05-12
Reverse Holo,Skyridge,Xatu,10.39,2003-05-12
Reverse Holo,Skyridge,Machoke,16.79,2003-05-12
Reverse Holo,Skyridge,Noctowl,29.11,2003-05-12
Reverse Holo,Skyridge,Omanyte,19.67,2003-05-12
Reverse Holo,Skyridge,Persian,16.39,2003-05-12
Reverse Holo,Skyridge,Piloswine,12.79,2003-05-12
Reverse Holo,Skyridge,Starmie,16.79,2003-05-12
Reverse Holo,Skyridge,Abra,30.39,2003-05-12
Reverse Holo,Skyridge,Cleffa,24.79,2003-05-12
Reverse Holo,Skyridge,Diglett,23.35,2003-05-12
Reverse Holo,Skyridge,Ditto,43.99,2003-05-12
Reverse Holo,Skyridge,Dunsparce,24.79,2003-05-12
Reverse Holo,Skyridge,Eevee,119.99,2003-05-12
Reverse Holo,Skyridge,Forretress,13.59,2003-05-12
Reverse Holo,Skyridge,Gastly,19.19,2003-05-12
Reverse Holo,Skyridge,Girafarig,12.71,2003-05-12
Reverse Holo,Skyridge,Golbat,30.39,2003-05-12
Reverse Holo,Skyridge,Haunter,55.59,2003-05-12
Reverse Holo,Skyridge,Heracross,42.39,2003-05-12
Reverse Holo,Skyridge,Hoothoot,13.59,2003-05-12
Reverse Holo,Skyridge,Jigglypuff,33.83,2003-05-12
Reverse Holo,Skyridge,Kadabra,46.39,2003-05-12
Reverse Holo,Skyridge,Lapras,59.99,2003-05-12
Reverse Holo,Skyridge,Ledyba,10.79,2003-05-12
Reverse Holo,Skyridge,Ledyba,16.23,2003-05-12
Reverse Holo,Skyridge,Machop,15.19,2003-05-12
Reverse Holo,Skyridge,Magikarp,63.99,2003-05-12
Reverse Holo,Skyridge,Magnemite,10.39,2003-05-12
Reverse Holo,Skyridge,Mantine,25.99,2003-05-12
Reverse Holo,Skyridge,Meowth,45.11,2003-05-12
Reverse Holo,Skyridge,Murkrow,16.55,2003-05-12
Reverse Holo,Skyridge,Natu,15.19,2003-05-12
Reverse Holo,Skyridge,Pikachu,151.99,2003-05-12
Reverse Holo,Skyridge,Pineco,15.19,2003-05-12
Reverse Holo,Skyridge,Pineco,23.19,2003-05-12
Reverse Holo,Skyridge,Sandshrew,17.59,2003-05-12
Reverse Holo,Skyridge,Seel,27.99,2003-05-12
Reverse Holo,Skyridge,Seel,17.43,2003-05-12
Reverse Holo,Skyridge,Snorlax,215.99,2003-05-12
Reverse Holo,Skyridge,Staryu,14.39,2003-05-12
Reverse Holo,Skyridge,Staryu,22.39,2003-05-12
Reverse Holo,Skyridge,Swinub,30.87,2003-05-12
Reverse Holo,Skyridge,Swinub,17.11,2003-05-12
Reverse Holo,Skyridge,Teddiursa,31.99,2003-05-12
Reverse Holo,Skyridge,Ursaring,47.99,2003-05-12
Reverse Holo,Skyridge,Venomoth,19.99,2003-05-12
Reverse Holo,Skyridge,Venonat,19.19,2003-05-12
Reverse Holo,Skyridge,Yanma,17.59,2003-05-12
Reverse Holo,Skyridge,Zubat,11.99,2003-05-12
Reverse Holo,Skyridge,Zubat,15.19,2003-05-12
Reverse Holo,Skyridge,Celebi,359.99,2003-05-12
Reverse Holo,Skyridge,Charizard,1279.99,2003-05-12
Reverse Holo,Skyridge,Crobat,219.99,2003-05-12
World Championships Deck 2004 (Rocky Beach),Skyridge,Alakazam,67.99,2003-05-12
Oversize,Box Topper,Feraligatr,67.19,Unknown
Oversize,Box Topper,Tyranitar,47.19,Unknown
Oversize,Box Topper,Venusaur,79.99,Unknown
Oversize,Box Topper,Entei,99.99,Unknown
Oversize,Box Topper,Scizor,127.99,Unknown
Oversize,Box Topper,Charizard,519.99,Unknown
Oversize,Box Topper,Crobat,63.99,Unknown
Oversize,Box Topper,Pikachu,7.19,Unknown
Black Star Promo,Wizards Black Star Promos,Mewtwo,11.91,1999-07-01
Black Star Promo,Wizards Black Star Promos,Pikachu,10.63,1999-07-01
Black Star Promo,Wizards Black Star Promos,Dragonite,11.59,1999-07-01
Black Star Promo,Wizards Black Star Promos,Jigglypuff,7.11,1999-07-01
Black Star Promo,Wizards Black Star Promos,Meowth,13.59,1999-07-01
Black Star Promo,Wizards Black Star Promos,Eevee,19.67,1999-07-01
Black Star Promo,Wizards Black Star Promos,Mewtwo,33.59,1999-07-01
Black Star Promo,Wizards Black Star Promos,Venusaur,87.99,1999-07-01
Black Star Promo,Wizards Black Star Promos,Mewtwo,7.03,1999-07-01
Black Star Promo,Wizards Black Star Promos,Psyduck,12.79,1999-07-01
Black Star Promo,Wizards Black Star Promos,Moltres,5.11,1999-07-01
Black Star Promo,Wizards Black Star Promos,Articuno,5.59,1999-07-01
Black Star Promo,Wizards Black Star Promos,Zapdos,6.15,1999-07-01
Black Star Promo,Wizards Black Star Promos,Pikachu,22.39,1999-07-01
Black Star Promo,Wizards Black Star Promos,Pikachu,6.39,1999-07-01
Black Star Promo,Wizards Black Star Promos,Marill,2.39,1999-07-01
Black Star Promo,Wizards Black Star Promos,Togepi,6.07,1999-07-01
Black Star Promo,Wizards Black Star Promos,Cleffa,3.83,1999-07-01
Black Star Promo,Wizards Black Star Promos,Scizor,3.11,1999-07-01
Black Star Promo,Wizards Black Star Promos,Entei,4.31,1999-07-01
Black Star Promo,Wizards Black Star Promos,Machamp,13.19,1999-07-01
Black Star Promo,Wizards Black Star Promos,Magmar,7.67,1999-07-01
Black Star Promo,Wizards Black Star Promos,Scyther,12.31,1999-07-01
Black Star Promo,Wizards Black Star Promos,Articuno,24.95,1999-07-01
Black Star Promo,Wizards Black Star Promos,Snorlax,55.19,1999-07-01
Black Star Promo,Wizards Black Star Promos,Rapidash,18.39,1999-07-01
Black Star Promo,Wizards Black Star Promos,Meowth,£-,1999-07-01
Alternate Holo (Non Holo),Wizards Black Star Promos,Eevee,£-,1999-07-01
Stamp (Classic Collection),Wizards Black Star Promos,Rapidash,19.99,1999-07-01
Pikachu World Collection (Non Holo),Wizards Black Star Promos,Pikachu,£-,1999-07-01
Grey Star Promo,Wizards Black Star Promos,Jigglypuff,£-,1999-07-01
Grey Star Promo,Wizards Black Star Promos,Pikachu,799.99,1999-07-01
Error (Missing Stamp),Wizards Black Star Promos,Mewtwo,£-,1999-07-01
Error (Inverted Stamp),Wizards Black Star Promos,Mewtwo,£-,1999-07-01
Error (Missing Stamp),Wizards Black Star Promos,Pikachu,£-,1999-07-01
Error (Inverted Stamp),Wizards Black Star Promos,Pikachu,£-,1999-07-01
Error (Missing Stamp),Wizards Black Star Promos,Dragonite,1199.99,1999-07-01
Error (Inverted Stamp),Wizards Black Star Promos,Dragonite,£-,1999-07-01
Error (Missing HP),Wizards Black Star Promos,Moltres,5.11,1999-07-01
Error (Incorrect Illustrator),Wizards Black Star Promos,Articuno,5.59,1999-07-01
Error (Incorrect Illustrator),Wizards Black Star Promos,Zapdos,6.15,1999-07-01
Oversize,Wizards Miscellaneous Cards,Blastoise,£-,Unknown
Prototype (MTG Reverse Black Border),Wizards Miscellaneous Cards,Blastoise,£-,Unknown
Prototype (MTG Reverse),Wizards Miscellaneous Cards,Blastoise,£-,Unknown
Unlimited,EX Ruby & Sapphire,Beautifly,8.79,2003-06-18
Unlimited,EX Ruby & Sapphire,Blaziken,16.79,2003-06-18
Unlimited,EX Ruby & Sapphire,Camerupt,6.87,2003-06-18
Unlimited,EX Ruby & Sapphire,Delcatty,12.39,2003-06-18
Unlimited,EX Ruby & Sapphire,Gardevoir,23.99,2003-06-18
Unlimited,EX Ruby & Sapphire,Mightyena,11.59,2003-06-18
Unlimited,EX Ruby & Sapphire,Slaking,8.63,2003-06-18
Unlimited,EX Ruby & Sapphire,Wailord,11.75,2003-06-18
Unlimited,EX Ruby & Sapphire,Blaziken,2.39,2003-06-18
Unlimited,EX Ruby & Sapphire,Pelipper,0.63,2003-06-18
Unlimited,EX Ruby & Sapphire,Seaking,0.46,2003-06-18
Unlimited,EX Ruby & Sapphire,Weezing,0.55,2003-06-18
Unlimited,EX Ruby & Sapphire,Lapras ex,59.99,2003-06-18
Unlimited,EX Ruby & Sapphire,Mewtwo ex,111.99,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Beautifly,6.15,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Blaziken,27.51,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Camerupt,3.27,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Delcatty,8.79,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Gardevoir,19.99,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Mightyena,4.79,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Slaking,5.83,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Wailord,7.43,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Blaziken,7.99,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Pelipper,1.83,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Seaking,3.11,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Weezing,3.51,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Combusken,10.63,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Combusken,7.19,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Delcatty,4.71,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Kirlia,6.38,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Kirlia,6.63,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Mightyena,7.51,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Silcoon,4.95,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Skitty,6.39,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Slakoth,1.99,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Wailmer,5.98,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Koffing,4.39,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Goldeen,2.95,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Numel,1.99,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Poochyena,4.47,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Poochyena,1.19,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Poochyena,2.23,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Ralts,3.99,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Ralts,6.39,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Ralts,4.79,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Skitty,2.39,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Skitty,5.59,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Torchic,11.99,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Torchic,7.99,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Wingull,2.39,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Wurmple,3.27,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Energy Switch,4.47,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Energy Search,2.55,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Potion,1.19,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Switch,5.99,2003-06-18
Reverse Holo,EX Ruby & Sapphire,Blaziken,7.99,2003-06-18
Alternate Copyright (2004),EX Ruby & Sapphire,Blaziken,3.19,2003-06-18
Alternate Copyright (2004 Non Holo),EX Ruby & Sapphire,Gardevoir,6.79,2003-06-18
Alternate Copyright (2004),EX Ruby & Sapphire,Gardevoir,2.63,2003-06-18
Alternate Copyright (2004 Non Holo),EX Ruby & Sapphire,Seaking,0.39,2003-06-18
Alternate Copyright (2004),EX Ruby & Sapphire,Delcatty,0.79,2003-06-18
Alternate Copyright (2004),EX Ruby & Sapphire,Kirlia,0.63,2003-06-18
Alternate Copyright (2004),EX Ruby & Sapphire,Goldeen,0.79,2003-06-18
Alternate Copyright (2004),EX Ruby & Sapphire,Numel,0.23,2003-06-18
Alternate Copyright (2004),EX Ruby & Sapphire,Torchic,0.71,2003-06-18
Alternate Copyright (2004),EX Ruby & Sapphire,Energy Search,0.39,2003-06-18
Alternate Copyright (2004),EX Ruby & Sapphire,Energy Search,0.23,2003-06-18
Alternate Copyright (2005),EX Ruby & Sapphire,Potion,0.39,2003-06-18
Alternate Copyright (2004),EX Ruby & Sapphire,Switch,0.39,2003-06-18
Oversize (25th Anniversary),EX Ruby & Sapphire,Torchic,1.59,2003-06-18
Oversize (Winner),EX Ruby & Sapphire,Blaziken,1.75,2003-06-18
World Championships Deck 2004 (Blaziken Tech),EX Ruby & Sapphire,Delcatty,£-,2003-06-18
World Championships Deck 2004 (Blaziken Tech),EX Ruby & Sapphire,Delcatty,£-,2003-06-18
World Championships Deck 2004 (Rocky Beach),EX Ruby & Sapphire,Delcatty,£-,2003-06-18
World Championships Deck 2004 (Team Rushdown),EX Ruby & Sapphire,Gardevoir,6.39,2003-06-18
World Championships Deck 2004 (Rocky Beach),EX Ruby & Sapphire,Combusken,0.39,2003-06-18
World Championships Deck 2004 (Blaziken Tech),EX Ruby & Sapphire,Kirlia,£-,2003-06-18
World Championships Deck 2004 (Rocky Beach),EX Ruby & Sapphire,Skitty,£-,2003-06-18
World Championships Deck 2004 (Blaziken Tech),EX Ruby & Sapphire,Skitty,£-,2003-06-18
World Championships Deck 2004 (Rocky Beach),EX Ruby & Sapphire,Torchic,£-,2003-06-18
World Championships Deck 2004 (Team Rushdown),EX Ruby & Sapphire,Potion,£-,2003-06-18
World Championships Deck 2004 (Rocky Beach),EX Ruby & Sapphire,Switch,£-,2003-06-18
World Championships Deck 2004 (Blaziken Tech),EX Ruby & Sapphire,Switch,£-,2003-06-18
World Championships Deck 2004 (Magma Spirit),EX Ruby & Sapphire,Switch,£-,2003-06-18
World Championships Deck 2004 (Rocky Beach),EX Ruby & Sapphire,Switch,£-,2003-06-18
Unlimited,EX Sandstorm,Cradily,7.99,2003-09-18
Unlimited,EX Sandstorm,Dusclops,11.99,2003-09-18
Unlimited,EX Sandstorm,Flareon,71.99,2003-09-18
Unlimited,EX Sandstorm,Jolteon,42.39,2003-09-18
Unlimited,EX Sandstorm,Ludicolo,18.15,2003-09-18
Unlimited,EX Sandstorm,Lunatone,9.59,2003-09-18
Unlimited,EX Sandstorm,Mawile,12.79,2003-09-18
Unlimited,EX Sandstorm,Sableye,35.19,2003-09-18
Unlimited,EX Sandstorm,Seviper,17.67,2003-09-18
Unlimited,EX Sandstorm,Shiftry,11.59,2003-09-18
Unlimited,EX Sandstorm,Solrock,16.87,2003-09-18
Unlimited,EX Sandstorm,Zangoose,12.78,2003-09-18
Unlimited,EX Sandstorm,Kecleon,0.63,2003-09-18
Unlimited,EX Sandstorm,Omastar,1.19,2003-09-18
Unlimited,EX Sandstorm,Shiftry,0.63,2003-09-18
Unlimited,EX Sandstorm,Umbreon,11.18,2003-09-18
Unlimited,EX Sandstorm,Gardevoir ex,61.03,2003-09-18
Reverse Holo,EX Sandstorm,Cradily,3.99,2003-09-18
Reverse Holo,EX Sandstorm,Dusclops,4.31,2003-09-18
Reverse Holo,EX Sandstorm,Flareon,47.99,2003-09-18
Reverse Holo,EX Sandstorm,Jolteon,38.39,2003-09-18
Reverse Holo,EX Sandstorm,Ludicolo,18.39,2003-09-18
Reverse Holo,EX Sandstorm,Lunatone,6.87,2003-09-18
Reverse Holo,EX Sandstorm,Mawile,17.59,2003-09-18
Reverse Holo,EX Sandstorm,Sableye,14.63,2003-09-18
Reverse Holo,EX Sandstorm,Seviper,8.79,2003-09-18
Reverse Holo,EX Sandstorm,Shiftry,5.11,2003-09-18
Reverse Holo,EX Sandstorm,Solrock,6.31,2003-09-18
Reverse Holo,EX Sandstorm,Zangoose,12.23,2003-09-18
Reverse Holo,EX Sandstorm,Kecleon,4.15,2003-09-18
Reverse Holo,EX Sandstorm,Omastar,2.79,2003-09-18
Reverse Holo,EX Sandstorm,Shiftry,4.71,2003-09-18
Reverse Holo,EX Sandstorm,Umbreon,55.98,2003-09-18
Reverse Holo,EX Sandstorm,Azumarill,5.59,2003-09-18
Reverse Holo,EX Sandstorm,Baltoy,4.07,2003-09-18
Reverse Holo,EX Sandstorm,Delcatty,4.55,2003-09-18
Reverse Holo,EX Sandstorm,Elekid,5.11,2003-09-18
Reverse Holo,EX Sandstorm,Fearow,1.91,2003-09-18
Reverse Holo,EX Sandstorm,Illumise,3.19,2003-09-18
Reverse Holo,EX Sandstorm,Kirlia,4.15,2003-09-18
Reverse Holo,EX Sandstorm,Lileep,1.99,2003-09-18
Reverse Holo,EX Sandstorm,Lileep,2.63,2003-09-18
Reverse Holo,EX Sandstorm,Lombre,4.79,2003-09-18
Reverse Holo,EX Sandstorm,Lombre,2.15,2003-09-18
Reverse Holo,EX Sandstorm,Murkrow,5.03,2003-09-18
Reverse Holo,EX Sandstorm,Pelipper,1.75,2003-09-18
Reverse Holo,EX Sandstorm,Volbeat,2.15,2003-09-18
Reverse Holo,EX Sandstorm,Xatu,3.75,2003-09-18
Reverse Holo,EX Sandstorm,Cacnea,1.91,2003-09-18
Reverse Holo,EX Sandstorm,Cacnea,1.99,2003-09-18
Reverse Holo,EX Sandstorm,Dunsparce,3.19,2003-09-18
Reverse Holo,EX Sandstorm,Duskull,5.27,2003-09-18
Reverse Holo,EX Sandstorm,Duskull,3.99,2003-09-18
Reverse Holo,EX Sandstorm,Eevee,15.19,2003-09-18
Reverse Holo,EX Sandstorm,Ekans,3.03,2003-09-18
Reverse Holo,EX Sandstorm,Lotad,4.39,2003-09-18
Reverse Holo,EX Sandstorm,Lotad,4.31,2003-09-18
Reverse Holo,EX Sandstorm,Marill,2.39,2003-09-18
Reverse Holo,EX Sandstorm,Natu,2.07,2003-09-18
Reverse Holo,EX Sandstorm,Omanyte,3.18,2003-09-18
Reverse Holo,EX Sandstorm,Onix,5.59,2003-09-18
Reverse Holo,EX Sandstorm,Pikachu,51.99,2003-09-18
Reverse Holo,EX Sandstorm,Psyduck,5.91,2003-09-18
Reverse Holo,EX Sandstorm,Ralts,8.79,2003-09-18
Reverse Holo,EX Sandstorm,Sandshrew,3.75,2003-09-18
Reverse Holo,EX Sandstorm,Seedot,1.99,2003-09-18
Reverse Holo,EX Sandstorm,Seedot,1.83,2003-09-18
Reverse Holo,EX Sandstorm,Skitty,3.83,2003-09-18
Reverse Holo,EX Sandstorm,Slakoth,2.39,2003-09-18
Reverse Holo,EX Sandstorm,Spearow,2.47,2003-09-18
Reverse Holo,EX Sandstorm,Trapinch,2.15,2003-09-18
Reverse Holo,EX Sandstorm,Wailmer,2.23,2003-09-18
Reverse Holo,EX Sandstorm,Wingull,2.47,2003-09-18
Reverse Holo,EX Sandstorm,Rare Candy,13.67,2003-09-18
Alternate Copyright (2004),EX Sandstorm,Xatu,0.63,2003-09-18
Alternate Copyright (2004),EX Sandstorm,Dunsparce,1.99,2003-09-18
Alternate Copyright (2004),EX Sandstorm,Eevee,4.39,2003-09-18
Alternate Copyright (2004),EX Sandstorm,Natu,0.39,2003-09-18
Alternate Copyright (2004),EX Sandstorm,Onix,6.23,2003-09-18
Alternate Copyright (2004),EX Sandstorm,Ralts,1.35,2003-09-18
Alternate Copyright (2004),EX Sandstorm,Skitty,0.63,2003-09-18
World Championships Deck 2004 (Rocky Beach),EX Sandstorm,Dunsparce,£-,2003-09-18
World Championships Deck 2004 (Blaziken Tech),EX Sandstorm,Dunsparce,£-,2003-09-18
World Championships Deck 2004 (Rocky Beach),EX Sandstorm,Dunsparce,£-,2003-09-18
World Championships Deck 2004 (Team Rushdown),EX Sandstorm,Ralts,£-,2003-09-18
World Championships Deck 2004 (Team Rushdown),EX Sandstorm,Skitty,£-,2003-09-18
World Championships Deck 2004 (Team Rushdown),EX Sandstorm,Rare Candy,£-,2003-09-18
World Championships Deck 2004 (Blaziken Tech),EX Sandstorm,Rare Candy,£-,2003-09-18
World Championships Deck 2004 (Rocky Beach),EX Sandstorm,Rare Candy,£-,2003-09-18
World Championships Deck 2004 (Rocky Beach),EX Sandstorm,Gardevoir ex,7.99,2003-09-18
World Championships Deck 2005 (Bright Aura),EX Sandstorm,Lombre,£-,2003-09-18
World Championships Deck 2005 (King of the West),EX Sandstorm,Dunsparce,£-,2003-09-18
World Championships Deck 2005 (Dark Tyranitar),EX Sandstorm,Dunsparce,£-,2003-09-18
World Championships Deck 2005 (King of the West),EX Sandstorm,Lotad,£-,2003-09-18
World Championships Deck 2005 (King of the West),EX Sandstorm,Marill,1.59,2003-09-18
Error (Incorrect Retreat Cost),EX Sandstorm,Absol,33.67,2003-09-18
Unlimited,EX Dragon,Altaria,19.75,2003-11-24
Unlimited,EX Dragon,Girafarig,0.79,2003-11-24
Unlimited,EX Dragon,Magneton,0.87,2003-11-24
Unlimited,EX Dragon,Shelgon,0.63,2003-11-24
Unlimited,EX Dragon,Vibrava,0.63,2003-11-24
Unlimited,EX Dragon,Kingdra ex,39.99,2003-11-24
Unlimited,EX Dragon,Latias ex,102.39,2003-11-24
Unlimited,EX Dragon,Charmander,67.99,2003-11-24
Unlimited,EX Dragon,Charmeleon,31.19,2003-11-24
Unlimited,EX Dragon,Charizard,319.99,2003-11-24
Unlimited,EX Dragon,Absol,20.71,2003-11-24
Reverse Holo,EX Dragon,Altaria,6.95,2003-11-24
Reverse Holo,EX Dragon,Girafarig,4.95,2003-11-24
Reverse Holo,EX Dragon,Magneton,3.99,2003-11-24
Reverse Holo,EX Dragon,Shelgon,3.19,2003-11-24
Reverse Holo,EX Dragon,Vibrava,2.79,2003-11-24
Reverse Holo,EX Dragon,Bagon,5.19,2003-11-24
Reverse Holo,EX Dragon,Camerupt,2.95,2003-11-24
Reverse Holo,EX Dragon,Combusken,4.07,2003-11-24
Reverse Holo,EX Dragon,Forretress,2.87,2003-11-24
Reverse Holo,EX Dragon,Horsea,3.99,2003-11-24
Reverse Holo,EX Dragon,Magneton,2.79,2003-11-24
Reverse Holo,EX Dragon,Meditite,2.95,2003-11-24
Reverse Holo,EX Dragon,Seadra,1.91,2003-11-24
Reverse Holo,EX Dragon,Seadra,5.11,2003-11-24
Reverse Holo,EX Dragon,Shelgon,3.75,2003-11-24
Reverse Holo,EX Dragon,Shelgon,3.19,2003-11-24
Reverse Holo,EX Dragon,Shuppet,10.07,2003-11-24
Reverse Holo,EX Dragon,Snorunt,2.47,2003-11-24
Reverse Holo,EX Dragon,Vibrava,3.83,2003-11-24
Reverse Holo,EX Dragon,Vibrava,2.39,2003-11-24
Reverse Holo,EX Dragon,Whiscash,4.31,2003-11-24
Reverse Holo,EX Dragon,Bagon,3.99,2003-11-24
Reverse Holo,EX Dragon,Bagon,1.19,2003-11-24
Reverse Holo,EX Dragon,Barboach,2.95,2003-11-24
Reverse Holo,EX Dragon,Grimer,3.75,2003-11-24
Reverse Holo,EX Dragon,Horsea,1.83,2003-11-24
Reverse Holo,EX Dragon,Magikarp,9.35,2003-11-24
Reverse Holo,EX Dragon,Magnemite,5.11,2003-11-24
Reverse Holo,EX Dragon,Magnemite,2.55,2003-11-24
Reverse Holo,EX Dragon,Magnemite,2.63,2003-11-24
Reverse Holo,EX Dragon,Numel,3.91,2003-11-24
Reverse Holo,EX Dragon,Numel,1.83,2003-11-24
Reverse Holo,EX Dragon,Pineco,1.19,2003-11-24
Reverse Holo,EX Dragon,Swablu,2.63,2003-11-24
Reverse Holo,EX Dragon,Torchic,6.38,2003-11-24
Reverse Holo,EX Dragon,Trapinch,2.87,2003-11-24
Reverse Holo,EX Dragon,Trapinch,1.99,2003-11-24
Reverse Holo,EX Dragon,Wurmple,1.99,2003-11-24
Reverse Holo,EX Dragon,Camerupt,1.59,2003-11-24
Alternate Copyright (2004),EX Dragon,Combusken,1.59,2003-11-24
Alternate Copyright (2004),EX Dragon,Seadra,0.79,2003-11-24
Alternate Copyright (2004),EX Dragon,Horsea,0.79,2003-11-24
Alternate Copyright (2004),EX Dragon,Numel,0.23,2003-11-24
Alternate Holo (Cosmos Holo),EX Dragon,Bagon,13.51,2003-11-24
Stamp (Prerelease),EX Dragon,Bagon,12.39,2003-11-24
Stamp (Scrye),EX Dragon,Bagon,7.51,2003-11-24
Stamp (InQuest),EX Dragon,Bagon,27.99,2003-11-24
Stamp (Gen Con),EX Dragon,Charmander,43.99,2003-11-24
Stamp (City Championships),EX Dragon,Charmeleon,40.79,2003-11-24
Stamp (State Championships),EX Dragon,Charizard,599.99,2003-11-24
Stamp (National Championships),EX Dragon,Magneton,£-,2003-11-24
World Championships Deck 2004 (Rocky Beach),EX Dragon,Magneton,£-,2003-11-24
World Championships Deck 2004 (Team Rushdown),EX Dragon,Magnemite,£-,2003-11-24
World Championships Deck 2004 (Team Rushdown),EX Dragon,Magnemite,£-,2003-11-24
Unlimited,EX Team Magma vs Team Aqua,Raichu,3.42,2004-03-15
Unlimited,EX Team Magma vs Team Aqua,Bulbasaur,4.79,2004-03-15
Unlimited,EX Team Magma vs Team Aqua,Jigglypuff,0.63,2004-03-15
Unlimited,EX Team Magma vs Team Aqua,Meowth,0.87,2004-03-15
Unlimited,EX Team Magma vs Team Aqua,Pikachu,2.39,2004-03-15
Unlimited,EX Team Magma vs Team Aqua,Psyduck,1.91,2004-03-15
Unlimited,EX Team Magma vs Team Aqua,Slowpoke,0.79,2004-03-15
Unlimited,EX Team Magma vs Team Aqua,Squirtle,6.71,2004-03-15
Unlimited,EX Team Magma vs Team Aqua,Blaziken ex,139.99,2004-03-15
Unlimited,EX Team Magma vs Team Aqua,Absol,104.79,2004-03-15
Unlimited,EX Team Magma vs Team Aqua,Jirachi,53.19,2004-03-15
Reverse Holo,EX Team Magma vs Team Aqua,Raichu,27.03,2004-03-15
Reverse Holo,EX Team Magma vs Team Aqua,Bulbasaur,19.99,2004-03-15
Reverse Holo,EX Team Magma vs Team Aqua,Jigglypuff,15.99,2004-03-15
